legacy_r_number,r_number,customer_name,customer_number,type_short,description_invoice,description_private,voltage,wattage,die_shape
R4564,R4564,IPLEX - ALBURY,C000091,SSCB,,20mm Hole 2 way Terminal Box ,415,3360,D110mm x W30mm
R4565,R4565,IPLEX - ALBURY,C000091,SCB,,2 way terminal Block,240,500,D340mm x W75mm
R4566,R4566,POLYPIPE,C000141,IBH,,,240,3200,D136mm x W40mm
R4567,R4567,ASTRON PLASTICS,C000026,SCB,,2 Way Terminal Box holes to Pattern,240,2500,D160mm x W70mm 
R4568,R4568,SPECTRUM PLASTICS,C000176,SCB,,,415,2000,D920mm x W170mm
R4569,R4569,EXTRUSION TECH,C000066,SCB,,Standard Heatrex Plugall 20mm Hole,240,2400,D200mm x W150mm
R4570,R4570,AUSTRALIAN CUSTOM PIPES,C000003,SCB,,Standard Heatrex Plugall 10mm Hole,240,900,D1550mm x W76mm
R4571,R4571,FENSKE,C000069,SPP,,Standard Heatrex Plugall 6 x 11mm 20mm Hole ,240,2500,D51mmx W320mm
R4572,R4572,FENSKE,C000069,SPP,,Standard Heatrex Plugall 4 x 11mm 20mm Hole,240,800,D400MM X W260MM
R4573,R4573,FENSKE,C000069,SPP,,Standard Heatrex Plugall 4 x 11mm 20mm Hole,240,1500,D140mm x W185mm
R4574,R4574,FENSKE,C000069,SPP,,Standard Heatrex Plugall 4 x 11mm 20mm Hole,240,600,D125mm x W110mm 
R4575,R4575,MPS,C000119,SSCB,,Standard Heatrex Plugall 25mm Hole,240,2700,D170mm x W160mm
R4576,R4576,MPS,C000119,SSCB,,Standard Heatrex Plugall 35mm Hole,240,2800,D294mm x W30mm 
R4577,R4577,MPS,C000119,SSCB,,Standard Heatrex Plugall 25mm Hole,240,2800,L400mm x W205mm
R4578,R4578,MPS,C000119,SSCB,,Standard Heatrex Plugall 25mm Hole,240,1500,L205mm x W120mm 
R4579,R4579,MPS,C000119,SSCB,,2 Way terminal Box 25mm Hole,240,2800,L325mm x W145mm
R4580,R4580,MPS,C000119,SSCB,,2 Way terminal Box 25mm Hole,240,3600,L145mm x W120mm
R4581,R4581,MPS,C000119,SSCB,,2 Way terminal Box 25mm Hole,240,3600,D580mm x W190mm S/L450mm
R4582,R4582,MPS,C000119,SCB,,Standard Heatrex Plugall 3 x 25mm Holes,240,2500,D800mm x W135mm S/L620mm
R4583,R4583,FOSTER PLASTICS - HEAD OFFICE,C000072,SCB,,Standard Heatrex Plugall 40mm & 30mm Hole,240,3000,D800mm x W135mm S/L620mm
R4584,R4584,ISTRA ELEMENTS,C000094,SCB,,2m Leads,240,2500,D1058mm x W65mm S/L1650mm
R4585,R4585,POLYPIPE,C000141,SCB,,"1.8m Leads 2 x 1"" Holes",240,900,D900mm x W155mm S/L1400mm  
R4586,R4586,SURETECO,C000178,CKB,,2 Way Terminal Block,240,2500,D1058mm x W160mm S/L1650mm
R4587,R4587,DINCEL CONSTRUCTION,C000058,CKB,,400mm Leads ,400,1000,D720mm x W255mm S/L1120mm
R4588,R4588,APP,C000024,SSCB,,,240,950,D180mm x W165mm 
R4589,R4589,PCA,C000129,SCB,,  ,240,400,D345mm x W160mm
R4590,R4590,PROCOM PLASTICS EXTRUSIONS,C000152,SSCB,,,240,200,D160mm x W165mm
R4591,R4591,PROCOM PLASTICS EXTRUSIONS,C000152,SSCB,,,240,1000,D135mm x W65mm
R4592,R4592,SURETECO,C000178,CKB,,6 In Frame ,240/415,1000/6000,D230mm x W110mm
R4593,R4593,INTEGRATED PACKAGING,C000089,CKB,,,400,2900,D260mm x W30mm
R4594,R4594,IPLEX - ALBURY,C000091,SSCB,,,240,4500,D270mmx W310mm
R4595,R4595,FENSKE,C000069,SPP,,5 Holes Standard Plugall,240,1700,D90mm x 60mm 
R4596,R4596,FENSKE,C000069,SPP,,5 Holes Standard Plugall,240,600,D196mm x W75mm
R4597,R4597,FENSKE,C000069,SCB,,,240,700,D196mm x W75mm
R4598,R4598,FENSKE,C000069,SCB,,,240,1200,D130mm x W31mm
R4599,R4599,IPLEX - HEAD OFFICE,C000090,CKB,,,400,900,D316mm x W81mm
R4600,R4600,IPLEX - HEAD OFFICE,C000090,CKB,,,3x400,16000,D800mm x W126mm S/L1244mm
R4601,R4601,IPLEX - HEAD OFFICE,C000090,CKB,,,400,950,L275mm x W190mm
R4602,R4602,IPLEX - HEAD OFFICE,C000090,CKB,,,240,700,L190mm x W100mm 
R4603,R4603,PLASTIC EXTRUDED PROFILES,C000137,SQPP,,,240,2000,D200mm x W35mm
R4604,R4604,RESITECH INDUSTRIES,C000161,SCB,,2 Way Terminal block,240,1100,D200mm x W55mm
R4605,R4605,PIPE COUPLINGS AUSTRALIA,C000131,SCB,,,240,2350,D330mm x W50mm
R4606,R4606,TECHPLAS EXTRUSION  ,C000184,SPP,,Standard Heatrex Plugall ,240,1600,D220mm x W515mm
R4607,R4607,TECHPLAS EXTRUSION  ,C000184,SPP,,Standard Heatrex plugall ,240,1900,D225mm x W30mm
R4608,R4608,MINI DIN,C000113,SCB,,Standard Heatrex Plugall 25 x 50 Slot,240,2850,D250mm x W16mm
R4609,R4609,MINI DIN,C000113,SCB,,Standard Heatrex Plugall 25 x 50 Slot,240,3200,Undefined
R4610,R4610,TECHPLAS EXTRUSION  ,C000184,CKB,,200m leads,415,1500,D215mm x W70mm 
R4611,R4611,IPLEX - HEAD OFFICE,C000090,SCB,,Standard Heatrex Plugall Line 3 DZ1 Die BAND,240,3600,D420mm x W160mm
R4612,R4612,VINIDEX - TOOWOOMBA,C000204,SCB,,2 Way term box 20mm hole ,240,1300,L250mm x W245mm
R4613,R4613,CROMFORD,C000050,SCB,,Standard Heatrex Plugall 40mm Holes ,240,3200,L310mm x W245mm
R4614,R4614,IPLEX - ALBURY,C000091,SCB,,2 way Terminal box ,240,4500,D290mm x W90mm
R4615,R4615,IPLEX - ALBURY,C000091,SSCB,,,240/415 ,5000,D215mm x W240mm
R4616,R4616,VINIDEX - HEAD OFFICE,C000201,SCB,,,240,2200,D226mm x W70mm 
R4617,R4617,AQUAFIT,C000025,SCB,,3 holes 2 Pin Plugall ,240,3600,D240mm x W240mm
R4618,R4618,CINQPLAST PLASTOP,C000044,SCB,,,240,210,D300mm x W45mm
R4619,R4619,CINQPLAST PLASTOP,C000044,SCB,,,240,230,D250mm x W145mm
R4620,R4620,AQUAFIT,C000025,SCB,,,240,2200,D400mm x W120mm 
R4621,R4621,AQUAFIT,C000025,SCB,,,240,2900,D1374mm x W190mm
R4622,R4622,AQUAFIT,C000025,SCB,,,240,2500,D155mm x W155mm
R4623,R4623,AQUAFIT,C000025,CKB,,,240/415 ,9000,D520mm x W100mm
R4624,R4624,APP,C000024,SCB,,,240,2100,D63mm x W25mm
R4625,R4625,IPLEX - ALBURY,C000091,SCB,,2 way terminal box no holes 20mm clamp gap ,240,3000,D70mm x W25mm
R4626,R4626,IPLEX - ALBURY,C000091,SCB,,2 Way terminal box 10mm tc hole,240,1600,D195mm x W110mm
R4627,R4627,SF COLOR,C000172,CKB,,,240/415,Undefined,D340mm x W80mm
R4628,R4628,IPLEX - ALBURY,C000091,SCB,,2 Way Terminal Box w cut out,240,800,D210mmm x W160mm
R4629,R4629,ROHR,C000164,SCB,,,240,1400,D280mm x W300mm
R4630,R4630,IPLEX - ALBURY,C000091,SCB,,,240,2800,D204mm x W95mm
R4631,R4631,RESITECH INDUSTRIES,C000161,SPP,,,240,500,D380mm x W50mm
R4632,R4632,CROMFORD,C000050,SCB,,,240,950,D275mm x W38mm 
R4633,R4633,CROMFORD,C000050,SCB,,,240,1350,D200mm x W320mm
R4634,R4634,CROMFORD,C000050,SCB,,,240,500,D200mm x W50mm
R4635,R4635,ISTRA ELEMENTS,C000094,SSCB,,,240/415,3000,D280mm x W45mm 
R4636,R4636,CROMFORD,C000050,SCB,,,240,1400,D230mm x W100mm
R4637,R4637,SPECTRUM PLASTICS,C000176,TSSCB,,,240 x 2 ,1400 x 2 ,L340mm x W50mm 
R4638,R4638,VINIDEX - TOOWOOMBA,C000204,SCB,,,240,1000,D235mm x W40mm
R4639,R4639,VINIDEX - TOOWOOMBA,C000204,SSCB,,,240,2000,D235mm x W60mm
R4640,R4640,VINIDEX - TOOWOOMBA,C000204,SCB,,,240,1400,D80mm x W60mm
R4641,R4641,AQUAFIT,C000025,SCB,,,240,3600,D250mm x W500mm
R4642,R4642,AUSTRALIAN CUSTOM PIPES,C000003,SCB,,,240,1400,D205mm x W70mm
R4643,R4643,REPETA,C000160,SCB,,,415,1200,D150mm x W190mm
R4644,R4644,REPETA,C000160,SCB,,,415,2900,D66mm x W180mm 
R4645,R4645,DINCEL CONSTRUCTION,C000058,SCB,,STD HEATREX PLUGALL 16MM HOLE OFFSET,240,260,D150mm x W150mm S/L340mm
R4646,R4646,DINCEL CONSTRUCTION,C000058,SPP,,Std Heatrex Plugall 4 x 10mm Holes 1 x 20mm Hole,240,900,D66mm x W250mm
R4647,R4647,DINCEL CONSTRUCTION,C000058,SPP,,Std Heatrex Plugall 4 x 10mm Holes 1 x 20mm Hole,240,1000,D320mm x W160mm
R4648,R4648,IPLEX - ALBURY,C000091,SSBH,,Conical Band Half ,240,2850,D300mm x 60mm 
R4649,R4649,IPLEX - ALBURY,C000091,IBH,,INTERNAL BAND HEATER WITH SPECIAL CLAMPING BRACKET,240,3800,D285mm x W40mm
R4650,R4650,IPLEX - ALBURY,C000091,SSCB,,3 Phase ,240/415,3000,D285mm x W40mm
R4651,R4651,ISTRA ELEMENTS,C000094,SPP,,,415,800,D240mm x W115mm
R4652,R4652,IPLEX - ALBURY,C000091,SSCB,,LINE 1 & 9 SL850mm ,240,3650,L240mm x W110mm
R4653,R4653,IPLEX - ALBURY,C000091,SCB,,,240,3350,L275mm x W110mm
R4654,R4654,AUSTRAPLAS,C000033,SCB,,,240,750,D563/340 x W135mm
R4655,R4655,IPLEX - ALBURY,C000091,SSCB,,,240/415,6000,ID380mmx W240mm
R4656,R4656,VINIDEX - SYDNEY,C000207,SSCB,,Pre Heat Element 2 Halves 3 pinEuro Plug ,240,1000 Per half,D895mm x W140mm
R4657,R4657,AFS SYSTEMS ,C000009,SPP,,,240,2800,L452mm x W37mm
R4658,R4658,ATLAN,C000027,CBH,,Conical Band Heater,240,3200,D1097mm x W141mm
R4659,R4659,AUSTRALIAN CUSTOM PIPES,C000003,SCB,,,240,2800,D316mm x W120mm 
R4660,R4660,IPLEX - ALBURY,C000091,CKB,,,240,2000,D120mm x W80mm
R4661,R4661,FENSKE,C000069,SPP,,,240,2400,D2040mm x W130mm
R4662,R4662,VINIDEX - PERTH,C000200,IBH,,,240,1500,D270mm x W250mm 
R4663,R4663,VINIDEX - SYDNEY,C000207,IBH,,5m Leads Ceramic 450 front element ,240,1000,L490mm x W195mm
R4664,R4664,TECHPLAS EXTRUSION  ,C000184,SPP,,PVC 280 x 22,240,2700,D740mm x W662mm +81mm
R4665,R4665,TECHPLAS EXTRUSION  ,C000184,SPP,,PVC 280 x 22,240,1100,D495mm x W96mm
R4666,R4666,VINIDEX - PERTH,C000200,IBH,,,240,2400,D230mmx W50mm 
R4667,R4667,VINIDEX - PERTH,C000200,IBH,,,240,2400,L495mm x W140mm
R4668 A,R4668A,IPLEX - ALBURY,C000091,UND,,,Undefined,Undefined,ID100mmx W150mm 
R4668 B,R4668B,IPLEX - ALBURY,C000091,UND,,,Undefined,Undefined,ID249mm x W50mm
R4669 A,R4669A,IPLEX - ALBURY,C000091,UND,,,Undefined,Undefined,L370mm x W285mm
R4669 B,R4669B,IPLEX - ALBURY,C000091,UND,,,Undefined,Undefined,L285mm x W150mm 
R4670,R4670,PRO PAC,C000151,SCB,,,400-,600,ID238mm x W240mm
R4671,R4671,PRO PAC,C000151,CKB,,,400,1000,ID150mm x W240mm
R4672,R4672,APP,C000024,SCB,,Standard Heatrex Plugall 2 x 30mm Holes L2 RPL RMD8 MD90-115 ADAPTOR ELEMENTS ,240,1700,Undefined
R4673,R4673,APP,C000024,SPP,,BOTTOM L2 RPL RMD8 MD90-115 ADAPTOR ELEMENTS ,240,1000,Undefined
R4674,R4674,APP,C000024,SPP,,TOP L2 RPL RMD8 MD90-115 ADAPTOR ELEMENTS ,240,1000,Undefined
R4675,R4675,APP,C000024,SPP,,INNER L2 RPL RMD8 MD90-115 ADAPTOR ELEMENTS ,240,800,Undefined
R4676,R4676,APP,C000024,SPP,,OUTER L2 RPL RMD8 MD90-115 ADAPTOR ELEMENTS ,240,1100,D80mm x W120mm
R4677,R4677,APP,C000024,SCB,,L2 RPL RMD8 MD90-115 COEX NIPPLE ELEMENTS,240,2000,D130mm x W55mm
R4678,R4678,APP,C000024,SCB,,L2 RPL RMD8 MD90-115 MAIN NIPPLE & HEAD ELEMENTS ,240,550,D230mm x W150mm
R4679,R4679,APP,C000024,SCB,,L2 RPL RMD8 MD90-115 MAIN NIPPLE & HEAD ELEMENTS ,240,500,L162mm x W230mm
R4680,R4680,IPLEX - HEAD OFFICE,C000090,SCB,,30mm Hole 2 way terminal Box ,240,3200,L162mm x W230mm
R4681,R4681,APP,C000024,SCB,,Standard Heatrex Plugall 20mm hole 40mm from Edge,415,3400,L143mm x W198mm
R4682,R4682,TUSCAN INDUSTRIES,C000194,SCB,,Standard Heatrex Plugall 20mm Hole ,240,600,L143mm x W238mm
R4683,R4683,TUSCAN INDUSTRIES,C000194,SCB,,Standard Heatrex Plugall 20mm Hole,240,650,D124mm x W165mm
R4684,R4684,PRICE PLASTICS,C000150,SCB,,Standard Heatrex Plugall 20mm Hole,240,2600,D180mm x W30mm 
R4685,R4685,IPLEX - CHIPPING NORTON,C000092,SCB,,Standard heatrex plugall 60 x 30mm Slot Line 5 Long Die,240,1800,D125mm x W40mm
R4686,R4686,ACU TECH,C000005,SCB,,Standard Heatrex Plugall,240,300,D310mm x W170mm
R4687,R4687,ACU TECH,C000005,SCB,,Standard Heatrex Plugall 3 x 30 x 22 Slots ,240,2200,D320mm x W104mm
R4688,R4688,ACU TECH,C000005,SCB,,Standard Heatrex Plugall 25mm Hole,240,3000,D138mm x W50mm
R4689,R4689,VINIDEX - TOOWOOMBA,C000204,SCB,,Standard Heatrex Plugall 25mm Hole Line 3 ,240,3600,D148mm xW50mm
R4690,R4690,IAN TENNANT ,C000086,SSCB,,Standard Heatrex Plugall 2 x 8mm Holes ,240,1200,D180mm x W160mm
R4691,R4691,IPLEX - ALBURY,C000091,SPP,,,240,2000,D196mmx W150mm
R4692,R4692,IPLEX - ALBURY,C000091,INT,,Line 10 Internals ,240,2500,D50mm x W50mm 
R4693,R4693,VINIDEX - PERTH,C000200,SCB,,RK3 BOWL WA DESIGN ,240,2500,D460mm x W45mm
R4694,R4694,IPLEX - ALBURY,C000091,SSCB,,Line 10 ALBURY ,240,3500,D285mm x W100mm
R4695,R4695,IPLEX - ALBURY,C000091,SCB,,Line 5 2 Holes ,240,1200,D400mm x W100mm 
R4696,R4696,ROHR,C000164,SCB,,offset tc hole,240,650,D150mm x W140mm S/L210mm
R4697,R4697,VINIDEX - TOOWOOMBA,C000204,SSCB,,2 Way Terminal Box 20mm Hole,240,3600,L400mm x W270mm
R4698,R4698,VINIDEX - TOOWOOMBA,C000204,SSCB,,2 Way Terminal Box 20mm Hole & 40mm Hole,240,3600,D670mm x W200mm S/L500mm
R4699,R4699,FOSTER PLASTICS - HEAD OFFICE,C000072,SCB,,,240,Undefined,D424mm x W80mm
R4700,R4700,FOSTER PLASTICS - HEAD OFFICE,C000072,SCB,,,240,Undefined,D1210mm x W141mm SL935mm
R4701,R4701,PREMIER EXTRUSIONS,C000148,SCB,,Standard Heatrex Plugall,240,200,D170mm x 70mm 
R4702,R4702,PREMIER EXTRUSIONS,C000148,SCB,,Standard Heatrex,240,230,D144mm x W40mm
R4703,R4703,IPLEX - ALBURY,C000091,SCB,,,240/415,3000,D740mm x W110mm S/L1130mm 
R4704,R4704,VINIDEX - TOOWOOMBA,C000204,SCB,,,240,Undefined,D740mm x W110mm S/L1130mm 
R4705,R4705,PREMIER EXTRUSIONS,C000148,SSCB,,2m Braided Leads w Spring 16mm TC Hole ,240,Undefined,Undefined
R4706,R4706,ACU TECH,C000005,UND,,,Undefined,Undefined,Undefined
R4707,R4707,ACU TECH,C000005,UND,,,Undefined,Undefined,D50mm x W35mm
R4708,R4708,POLYPIPE,C000141,SCB,,Standard Heatrex Plugall 25mm Hole ,240,1500,D85mm x W25mm
R4709,R4709,IPLEX - ALBURY,C000091,SCB,,,240,Undefined,D970mm x W140mm 
R4710,R4710,VINIDEX - SUNSHINE,C000206,SSCB,,2 x Standard Heatrex plugall 2 x 25mm Hole and Handle ,240 x 2 ,750 x 2 ,Undefined
R4711,R4711,ROHR,C000164,SSCB,,,240,2700,D125mm x W120mm
R4712,R4712,ATLAN,C000027,SCBH,,,240,3400,Undefined
R4713,R4713,ATLAN,C000027,CBH,,,240,2800,Undefined
R4714,R4714,ATLAN,C000027,SCB,,,240,500,D109mm x W150mm
R4715,R4715,ATLAN,C000027,SCB,,,240,600,D109mm x W150mm
R4716,R4716,CONFETA,C000049,SSCB,,,240,750,D250mm x W250mm
R4717,R4717,ATLAN,C000027,SCB,,,240,30000,D650mm x W150mm S/L495mm
R4718,R4718,IPLEX - ALBURY,C000091,SPP,,,240/415,4000,D1016 x D2 824 160 wide
R4719,R4719,IPLEX - ALBURY,C000091,SSCB,,,240/415 ,Undefined,D567-462 x 81mm 
R4720,R4720,RESITECH INDUSTRIES,C000161,SPP,,,240,1000,D93mm xW70mm
R4721,R4721,ROHR,C000164,SSCB,,,240,2500,D100mm x W50mm
R4722,R4722,ROHR,C000164,SSCB,,,240,2400,D160mm x W100mm
R4723,R4723,AMOKABEL,C000020,SCB,,,240,1200,D453mmx W90mm`
R4724,R4724,AMOKABEL,C000020,SSCB,,,240,550,D712mm x ID466mm
R4725,R4725,VINIDEX - PERTH,C000200,SSCB,,,240,2300,Undefined
R4726,R4726,POLYPIPE,C000141,SCB,,,240,1100,L150mm x W125mm
R4727,R4727,MARCO EXTRUSION,C000107,CKB,,,240,1100,D1200mm x W70mm S/L1825m
R4728,R4728,ROHR,C000164,SCB,,3 Holes 4m Leads ,240,1500,D1100mm x W60mm S/L1625mm
R4729,R4729,HI PRECISION PROFILES,C000085,BCB,,2m Leads ,240,180,D155mm x W65mm
R4730,R4730,HI PRECISION PROFILES,C000085,BCB,,2m Leads ,240,160,D190mm x W50mm S/L215mm 
R4731,R4731,HI PRECISION PROFILES,C000085,SBCB,,Heatrex Plugall,240,300,D470mm x W360mm S/L348mm
R4732,R4732,PREMIER EXTRUSIONS,C000148,SSCB,,2m Braided lead swith Spring ,240,600,D100mm x 120mm
R4733,R4733,POLYPIPE,C000141,SCB,,Standard Heatrex Plugall 25mm offset Hole Line 6 Adaptor ,240,2500,D70mm x W150mm
R4734,R4734,FRESH & GREEN AUSTRALIA,C000075,SCB,,Screw Terminals ,240,1400,D160mm x W144mm
R4735,R4735,PROCOM PLASTICS EXTRUSIONS,C000152,CKB,,  ,240,3600,D65mm x W25mm
R4736,R4736,VINIDEX - HEAD OFFICE,C000201,SCB,,,240,1200,D58mm x W25mm
R4737,R4737,VINIDEX - HEAD OFFICE,C000201,CKB,,,240/415,8000,D275mm x W35mm S/L
R4738,R4738,ROHR,C000164,SCB,,,240,1300,D152mm x W80mm 
R4739,R4739,AFS SYSTEMS ,C000009,SPP,,3 Pin Euro Plug 12 x 10mm 1 x 22mm 2 x 28mm Holes,240,2850,D300mm x W100mm
R4740,R4740,AFS SYSTEMS ,C000009,SPP,,3 Pin Euro Plug 12 x 10mm 1 x 22m Holes,240,2800,D140mm x W100mm
R4741,R4741,AFS SYSTEMS ,C000009,SPP,,3 Pin Euro Plug 12 x 10mm Holes 1 x 22mm Hole ,240,2850,D125mm x W300mm
R4742,R4742,POLYPIPE,C000141,SCB,,,240/415,2500,D110mm x W100mm
R4743,R4743,POLYPIPE,C000141,SCB,,,240/415,2200,D210mm x W425mm
R4744,R4744,DINCEL CONSTRUCTION,C000058,CKB,,3 Holes 2m Leads ,240,2000,D235mm x W60mm
R4745,R4745,APN COMPOUNDING,C000023,SCB,,Screw Terminal 2 x 25mm Holes,240,1500,L495mm x W245mm
R4746,R4746,VINIDEX - SUNSHINE,C000206,SCB,,2M Braided Leads UL 23 ,240,900,L515mm x W195mm
R4747,R4747,EXTRUSION TECH,C000066,SPP,,Standard heatrex Plugall,240,1300,L515mm x W245mm
R4748,R4748,IPLEX - ALBURY,C000091,SCB,,m,240,350,D280mm x W140mm
R4749,R4749,TECHPLAS EXTRUSION  ,C000184,SCB,,,240,2600,b
R4750,R4750,IMPACT,C000088,CKB,,Epic 4Pin Plug,415,2600,D180mm x W65mm
R4751,R4751,VINIDEX - TOOWOOMBA,C000204,SCB,,1.5m Leads 20mm Hole,240,500,D250mm x W60mm 
R4752,R4752,VINIDEX - TOOWOOMBA,C000204,SCB,,25mm Hole 3 phase Terminal Box ,240/415 ,5000,D180mm x W50mm
R4753,R4753,VINIDEX - TOOWOOMBA,C000204,SCB,,2.5m  Leads 20mm Hole,240,1400,L210mmx W225mm 
R4754,R4754,VINIDEX - TOOWOOMBA,C000204,SCB,,2 Way terminal Box  25mm Hole,240,2800,D38mm x W50mm
R4755,R4755,VINIDEX - PERTH,C000200,SSCB,,2 Way TerminalBox 34mm TC Hole 250 S2 HYDRO,240,2500,D160mm x W265mm
R4756,R4756,VINIDEX - PERTH,C000200,SSCB,,2 Way TerminalBox 34mm TC Hole 250 S2 HYDRO,240,2800,D250mm x W126mm
R4757,R4757,ROHR,C000164,IBH,,4m Leads ,240,2400,D120mm x W40mm 
R4758,R4758,FOSTER PLASTICS - HEAD OFFICE,C000072,SCB,,"Standard heatrex Plugall 1/2"" TC Hole",240,500,D650mm x W96mm
R4759,R4759,AFS SYSTEMS ,C000009,SPP,,,240,2900,D90mm x W165mm
R4760,R4760,IPLEX - ALBURY,C000091,SSCB,,,240/415,5200,D315mm x W100mm
R4761,R4761,REPETA,C000160,SSCB,,2 Way Terminal Box ,240,2800,D393mm x W340mm S/L300mm
R4762,R4762,ALBATECH,C000014,IBH,,,240,350,D433mm x W450mm S/L330mm
R4763,R4763,SPECTRUM PLASTICS,C000176,SCB,,,415,1500,ID250mm x 95mm
R4764,R4764,SPECTRUM PLASTICS,C000176,SCB,,,415,2200,D161mm x W33mm 
R4765,R4765,TECHPLAS EXTRUSION  ,C000184,SPP,,4 x Clamp Holes 4 Bolt Holes 2 TC Holes ,240,1400,L395mm x W295mm
R4766,R4766,FOSTER PLASTICS - HEAD OFFICE,C000072,SCB,,,240,800,D1570mm x W190mm S/L1200mm
R4767,R4767,VINIDEX - HEAD OFFICE,C000201,SCB,,MOULDING SHOP  400mm Leads,240,2100,D500mmx W180mm S/L790mm 
R4768,R4768,CINQPLAST PLASTOP,C000044,SSCB,,LEFT HAND SIDE 1 SCREW TERMINAL 1 LEADS ,240,950 x 2,D60mm x W60mm
R4769,R4769,CINQPLAST PLASTOP,C000044,SSCB,,RIGHT HAND SIDE 1 SCREW TERMINAL 1 LEADS ,240,950 x 2,D290mm x W30mm
R4770,R4770,TECHPLAS EXTRUSION  ,C000184,SPP,,4 x 8mm 4 x 12mm 2 x 20mm Holes Standard Heatrex Plugall ,240,1500,D195mm x W80mm
R4771,R4771,APP,C000024,SPP,,32mm Hole 200mm in leads @ 60 in ,240,2400,L215mm x W205mm 
R4772,R4772,IPLEX - HEAD OFFICE,C000090,SCB,,,240,3500,D119mm x W70mm
R4773,R4773,APP,C000024,CKB,,,240,2200,D210mm x W80mm
R4774,R4774,VINIDEX - TOOWOOMBA,C000204,SCB,,2 x 40mm cut outs 2 x 25mm tc holes 2 way terminal box Line 1 & 3 T1,240,1600,D90mm x W210mm
R4775,R4775,VINIDEX - SMITHFIELD,C000205,CKB,,D140mm x W45mm 6 in Frame  BZ1-2-3,240,8400,D90mm x W210mm
R4776,R4776,VINIDEX - SMITHFIELD,C000205,CKB,,D140mm x W45mm 4 In Frame BZ4,240,5600,L225mm x W215mm
R4777,R4777,PRO PAC,C000151,CKB,,Inner 3 spiral at 84Ohms,240,2000,D320mm x W195mm S/L498mm
R4778,R4778,AUSTRALIAN & ASIA PLASTIC BAGS,C000029,SCB,,,240,600,D460mm x W120mm
R4779,R4779,POLYPIPE,C000141,SCB,,30mm Hole.,240,3000,D130mm x W124mm
R4780,R4780,VINIDEX - SMITHFIELD,C000205,SCB,,LINE 25 BOWL,240,1600,D330mm x W57mm
R4781,R4781,VINIDEX - SMITHFIELD,C000205,SCB,,LINE 25 ADAPTOR,240,2800,D140mm x W465mm
R4782,R4782,VINIDEX - SMITHFIELD,C000205,SCB,,LINE 25 BACK ELEMENT ,240,1600,D140mm x W360mm
R4783,R4783,VINIDEX - TOOWOOMBA,C000204,SSCB,,2 Way Terminal Box 2 Halves Line 22,240,1400,675mm x 90mm
R4784,R4784,VINIDEX - SMITHFIELD,C000205,SCB,,3 Pin Euro Plug w 3 x 20mm Holes RMD12,240,600,D240mmx W25mm
R4785,R4785,RESITECH INDUSTRIES,C000161,SPP,,,240,3400,D130mm x W310mm
R4786,R4786,IPLEX - HEAD OFFICE,C000090,SCB,,Line 9 Adaptor 3 Pin Euro Plug ,240,1900,D385mm x W40mm
R4787,R4787,INTEGRATED PACKAGING,C000089,SCB,,,400,800,D200mm x W165mm
R4788,R4788,INTEGRATED PACKAGING,C000089,SCB,,,400,1050,D330mm x W48mm
R4789,R4789,MARCO EXTRUSION,C000107,SCB,,,240,Undefined,D200mm x W130mm S/L 305mm
R4790,R4790,VINIDEX - TOOWOOMBA,C000204,SCKB,,25mm Thermo 2 Way Terminal Box  Line 7 ,240,5200,D125mm x W50mm
R4791,R4791,PREMIER EXTRUSIONS,C000148,SSCB,,2m Leads ,240,600,L384mm x W394
R4792,R4792,PREMIER EXTRUSIONS,C000148,SCB,,STANDARD HEATREX PLUGALL,240,280,D200mm x W130mm
R4793,R4793,PREMIER EXTRUSIONS,C000148,SCB,,STANDARD HEATREX PLUGALL,240,350,D245mm x W35mm
R4794,R4794,VINIDEX - SUNSHINE,C000206,SCB,,1.5m LEADS with Spring  & Handle,240,1100,D280mm x W43mm
R4795,R4795,FOSTER PLASTICS - QLD,C000073,SCB,,Standard Heatrex Plug All 10mm TC Hole,240,550,D294mm x W45mm
R4796,R4796,FOSTER PLASTICS - QLD,C000073,SCB,,Standard Heatrex Plug all.,240,400,D640mm x W378mm S/L502mm
R4797,R4797,TECHPLAS EXTRUSION  ,C000184,CKB,,400mm Leads ,240,1800,D250-260mm x W45mm
R4798,R4798,PRO PAC,C000151,SCB,,2m Braided Leads ,240,650,D85mm x W30mm
R4799,R4799,G JAMES EXTRUSION,C000077,SCB,,Standrad Heatrex Plugall 25mm Hole,240,2000,D85mm x W38mm
R4800,R4800,VINIDEX - PERTH,C000200,SCB,,1.8m Leads  20mm Hole,240,1000,D56mm x W140mm
R4801,R4801,VINIDEX - HEAD OFFICE,C000201,SCKB,,8m Leads Bottom Element,3x415,2500,D146mm x W35mm
R4802,R4802,VINIDEX - HEAD OFFICE,C000201,SCKB,,8m Leads Top Element w Hole ,3x415,2500,D115mm x W30mm 
R4803,R4803,VINIDEX - HEAD OFFICE,C000201,SCKB,,8m Leads Top Element w Hole ,3x415,2500,D200mm x W60mm 
R4804,R4804,VINIDEX - HEAD OFFICE,C000201,SCKB,,8m Leads Bottom Element,3x415,2500,D90mm x W75mm
R4805,R4805,VINIDEX - HEAD OFFICE,C000201,CKB,,400mm Leads ,240,1500,D150mm x W140mm
R4806,R4806,VINIDEX - PERTH,C000200,SCB,,2 Way Terminal Box Line 4 & 5 Skin & Core extruders,240,1200,D50mm x W220mm
